country,lat,long
US,39.018,-77.539
KR,35.2342,128.8777
DE,50.4777,12.3649
FR,48.8582,2.3387
US,41.815,-71.3663
US,43.3692,-124.2203
GR,39.3688,22.0799
EE,59.0,26.0
CZ,49.1953,16.6016
DE,52.325,9.7015
US,40.7126,-74.0066
IT,43.5939,13.5086
US,33.4532,-112.0748
JP,33.0214,133.0193
HK,22.2842,114.1759
DE,50.4777,12.3649
DE,50.4777,12.3649
US,41.8719,-87.6589
US,40.5948,-79.5647
SG,1.2872,103.8507
BG,42.696,23.332
CN,30.5851,114.2662
LT,55.4167,24.0
US,45.3716,-122.7656
US,45.5397,-122.9638
US,26.6165,-80.0444
FR,44.0946,3.0792
CH,47.1449,8.1551
PL,52.2394,21.0362
DE,50.4777,12.3649
US,29.4553,-98.5677
DE,50.4777,12.3649
DE,51.1864,6.8624
US,40.5511,-74.4606
RU,51.6664,39.17
DE,48.3387,7.8819
FR,48.9742,8.1851
NL,51.9968,4.2057
DE,49.4032,6.969
RU,55.7386,37.6068
NL,52.3891,4.6563
US,43.5391,-89.4626
DE,50.4777,12.3649
IL,32.0804,34.7807
FR,48.8582,2.3387
FI,60.1719,24.9347
US,39.018,-77.539
NL,52.3463,4.8208
SE,59.3274,18.0653
DE,51.1864,6.8624
US,41.2591,-95.8517
CA,49.222,-122.6181
SG,1.2872,103.8507
SG,1.2872,103.8507
DE,51.2993,9.491
GB,51.462,0.1046
US,27.9697,-80.6486
RU,55.9239,37.9923
FR,48.8558,2.3494
CH,47.3643,8.5437
LT,54.6876,25.2806
MX,20.7226,-103.3836
CZ,49.8542,18.2633
GB,51.5368,-0.6718
DE,50.4777,12.3649
DE,53.4645,9.6914
PL,52.2394,21.0362
FR,48.8582,2.3387
SE,59.238,17.9893
US,30.0523,-95.3707
DE,53.7362,10.368
US,39.0127,-77.5342
AR,-36.0,-59.9964
US,37.751,-97.822
DE,50.4777,12.3649
DE,50.4777,12.3649
US,26.5991,-80.1284
DE,51.1864,6.8624
FR,48.8582,2.3387
US,40.8364,-74.1403
US,43.1604,-88.1173
DE,51.2993,9.491
GB,51.657,-0.7185
DE,50.4777,12.3649
US,41.0416,-73.9572
DE,51.1864,6.8624
DE,50.4777,12.3649
US,41.8835,-87.6305
US,34.6011,-112.3259
US,40.5511,-74.4606
US,45.5397,-122.9638
US,41.2591,-95.8517
IR,35.698,51.4115
ES,41.4656,2.0794
US,39.0469,-77.4903
DK,56.1728,9.5476
DE,49.4527,11.0783
DE,51.2993,9.491
DE,51.1864,6.8624
DE,48.1087,11.6831
IT,45.4722,9.1922
DE,49.0078,8.4001
US,39.884,-74.9721
DE,50.4777,12.3649
US,45.5999,-121.1871
TW,25.053,121.5259
FI,60.1719,24.9347
FR,48.8582,2.3387
DE,50.4596,7.467
HK,22.2578,114.1657
US,39.0469,-77.4903
US,30.6622,-97.931
SK,48.3562,17.6755
FR,48.8558,2.3494
DE,50.4777,12.3649
FR,48.8582,2.3387
SK,48.7167,21.2601
IT,45.4722,9.1922
CN,31.2222,121.4581
US,48.2261,-101.2974
CA,45.5075,-73.5887
JP,34.693,135.5005
DE,50.4777,12.3649
KR,37.5049,127.1367
ES,40.961,-5.6566
NL,52.0448,4.6543
CN,23.1181,113.2539
KR,37.5658,126.978
US,42.2586,-87.8406
US,37.751,-97.822
FR,48.8582,2.3387
US,47.6711,-122.1253
US,37.751,-97.822
IN,19.0748,72.8856
SK,48.1462,17.0562
FR,48.8582,2.3387
US,40.7365,-74.0055
SG,1.314,103.6839
SG,1.2872,103.8507
US,33.9916,-83.8901
CA,51.05,-114.0879
JP,35.6893,139.6899
US,40.8364,-74.1403
PT,41.2346,-8.6183
US,40.694,-73.9901
FR,46.8152,1.6943
JP,35.6893,139.6899
FR,48.8558,2.3494
DE,48.5281,11.5078
NL,52.4875,4.6444
SE,59.3274,18.0653
US,43.578,-116.2954
US,39.0469,-77.4903
FR,48.8582,2.3387
DE,50.1169,8.6837
UA,50.458,30.5303
US,35.1369,-106.5199
FI,60.1719,24.9347
US,27.947,-82.7943
NL,52.3891,4.6563
US,31.5822,-97.1768
FI,60.1719,24.9347
US,39.4496,-75.7163
US,38.6364,-90.1985
US,29.5933,-90.7596
FR,45.8714,-0.3103
RU,55.7386,37.6068
GB,51.5088,-0.093
US,39.4496,-75.7163
FI,60.1719,24.9347
DE,50.4777,12.3649
CH,47.5336,8.5512
CH,47.3643,8.5437
US,42.4125,-71.0034
DE,51.1864,6.8624
FI,60.1719,24.9347
NL,52.3759,4.8975
DK,55.7123,12.0564
KR,37.3736,126.6555
CH,47.0511,8.3056
DE,50.4777,12.3649
US,38.6583,-77.2481
US,34.0481,-118.2531
IE,53.3382,-6.2591
US,34.0544,-118.244
US,32.5309,-97.3134
US,44.8763,-93.4865
DE,54.3483,10.1203
US,39.6562,-104.7866
FR,48.8582,2.3387
KR,37.5658,126.978
DK,55.674,12.5696
BG,42.1513,24.7518
DE,51.1864,6.8624
DE,51.1864,6.8624
DE,50.1169,8.6837
EE,59.0,26.0
FI,60.1719,24.9347
BE,50.8534,4.347
FR,48.8582,2.3387
FR,48.8582,2.3387
RO,46.5428,24.5692
SE,59.3098,17.9796
DE,51.2993,9.491
US,47.3066,-122.2619
DE,50.4777,12.3649
DE,49.958,8.6483
CA,43.6319,-79.3716
FI,60.1719,24.9347
US,34.4463,-118.5356
AU,-35.2828,149.1283
FI,60.1719,24.9347
FI,60.1719,24.9347
DE,50.4777,12.3649
NL,52.352,4.9392
DE,50.1138,8.6521
US,34.0609,-118.2414
DE,51.2993,9.491
SE,59.3274,18.0653
US,37.751,-97.822
FR,48.8582,2.3387
DE,50.1169,8.6837
JP,35.6893,139.6899
HK,22.2842,114.1759
NL,52.3824,4.8995
KR,37.4585,126.7015
RU,54.2047,37.6096
NL,52.352,4.9392
DK,55.3975,11.3184
DE,51.1864,6.8624
DE,50.4777,12.3649
GB,51.5081,-0.1278
FR,48.8582,2.3387
US,44.9834,-93.2622
KR,37.4625,126.9438
ZA,-26.2309,28.0583
US,37.7506,-122.4121
US,33.9246,-85.6114
IT,41.8905,12.5127
US,38.4326,-82.0201
US,32.8608,-79.9746
BR,-26.2659,-48.9987
DE,50.1169,8.6837
US,30.3023,-97.6914
US,41.2591,-95.8517
PT,38.7219,-9.1398
US,37.3419,-121.9754
SG,1.3236,103.7909
CZ,50.0848,14.4112
AT,48.2169,16.4997
HR,43.5098,16.4411
CA,43.6319,-79.3716
US,38.4354,-122.7128
CA,45.5075,-73.5887
FR,46.5874,0.3332
US,39.0469,-77.4903
US,35.8846,-78.6385
US,39.0469,-77.4903
US,47.5871,-122.0388
FR,48.8582,2.3387
HR,45.1667,15.5
US,39.0469,-77.4903
US,37.5172,-121.9191
US,40.8534,-73.4115
CA,42.265,-83.0283
NL,53.2258,6.5342
US,39.9625,-83.0061
SG,1.2872,103.8507
DE,50.1169,8.6837
JP,34.693,135.5005
DE,51.2993,9.491
US,39.0469,-77.4903
CZ,50.0305,14.4194
DE,49.4527,11.0783
US,37.751,-97.822
NL,52.296,4.5902
FI,60.1719,24.9347
ES,40.4997,-3.8734
LV,56.9473,24.0979
US,41.2591,-95.8517
US,38.6287,-90.1988
FR,48.8582,2.3387
NL,53.1378,6.4238
US,40.7964,-74.0203
US,37.6521,-118.9698
US,41.2591,-95.8517
DE,51.0783,13.8051
CH,47.3643,8.5437
BE,50.8534,4.347
DE,50.4777,12.3649
US,26.6371,-80.0841
US,42.2789,-85.6904
US,40.7592,-111.8875
US,35.7965,-78.7981
DE,50.4777,12.3649
PL,52.2394,21.0362
JP,35.6893,139.6899
BR,-29.172,-51.1782
DE,51.2993,9.491
NL,52.352,4.9392
DE,49.4527,11.0783
UY,-34.9087,-56.1539
US,42.8864,-78.8784
MY,1.4836,103.6364
FI,60.1719,24.9347
US,37.3388,-121.8916
US,37.3175,-89.5459
FR,48.8582,2.3387
CA,45.4169,-73.5006
DE,51.2993,9.491
US,30.5045,-97.8209
SG,1.2872,103.8507
FI,60.1719,24.9347
SG,1.314,103.6839
DE,50.1169,8.6837
CA,43.9573,-78.9804
US,38.6438,-77.3451
CH,47.3712,8.4789
CA,43.715,-79.4105
US,33.9794,-84.3459
GB,51.7086,-0.0337
GB,53.3368,-1.3547
BR,-23.5475,-46.6361
CH,47.2175,7.792
CA,45.5075,-73.5887
US,44.8349,-93.2814
NZ,-41.1181,174.8776
US,37.751,-97.822
US,37.751,-97.822
CA,53.5294,-113.2555
US,39.8662,-104.9755
CA,45.8122,-66.6784
AE,25.0734,55.2979
US,43.2294,-123.2392
FI,60.1719,24.9347
FI,60.1719,24.9347
US,41.345,-96.256
US,36.0877,-94.3093
US,42.1124,-87.979
DE,51.1864,6.8624
FI,60.1719,24.9347
US,36.3312,-92.3753
ES,40.3851,-3.7397
US,39.1592,-123.1963
NL,52.3759,4.8975
FR,47.2145,-1.5512
DE,50.4777,12.3649
GB,51.4964,-0.1224
DE,50.4777,12.3649
FI,60.1719,24.9347
US,39.7391,-104.9866
BE,50.8534,4.347
US,47.0111,-122.875
CR,9.9983,-84.1171
US,37.751,-97.822
CA,43.6319,-79.3716
CH,47.3643,8.5437
ES,40.4172,-3.684
GB,51.7657,-1.2797
CH,46.9583,8.3705
FI,60.1719,24.9347
DE,53.1063,8.7755
HK,22.2842,114.1759
DE,51.1864,6.8624
KG,41.5,75.0
US,47.6859,-122.2994
US,40.7964,-74.0203
SE,60.1389,15.4198
US,27.9611,-81.9398
BR,-23.5475,-46.6361
DE,53.0554,8.8092
US,39.0681,-76.5608
FR,48.8582,2.3387
LA,18.0,105.0
RO,44.9938,25.9874
US,37.7642,-122.3993
NZ,-36.8504,174.7675
JP,35.6893,139.6899
AE,25.0734,55.2979
DE,48.9449,8.8366
US,40.1887,-83.0028
DE,50.4777,12.3649
JP,35.688,139.7533
PL,50.3915,18.9066
DE,52.0374,8.5281
US,37.751,-97.822
FR,47.4423,-0.4654
CA,43.6547,-79.3623
ES,42.4582,-2.4675
US,34.0544,-118.244
SI,46.0503,14.5046
DE,51.1864,6.8624
BR,-23.5475,-46.6361
DE,50.4777,12.3649
HK,22.2842,114.1759
CN,31.2222,121.4581
US,33.8651,-118.0673
FI,60.1719,24.9347
ID,-6.2114,106.8446
DE,50.4777,12.3649
DE,51.1864,6.8624
US,36.9375,-86.4481
US,39.0469,-77.4903
HU,47.4919,19.05
PL,52.2299,21.0093
DE,49.2229,8.3698
ID,-6.2114,106.8446
ID,-6.2114,106.8446
RU,55.7487,37.6187
US,39.1918,-96.5818
DE,51.1864,6.8624
DE,50.4777,12.3649
DE,51.1864,6.8624
US,35.6383,-79.8557
AR,-34.5088,-58.4867
US,41.8835,-87.6305
ID,-6.2114,106.8446
AU,-33.8715,151.2006
US,28.0109,-82.4948
DE,50.4777,12.3649
US,40.2426,-82.8591
US,44.8484,-123.234
SG,1.3665,103.9681
SI,45.8562,13.7789
US,38.8208,-77.4563
US,40.7964,-74.0203
FR,48.8582,2.3387
US,37.751,-97.822
FR,48.8582,2.3387
CN,34.7732,113.722
CZ,50.1113,14.4063
SG,1.3652,103.8367
FR,45.8265,1.2484
US,41.3722,-82.1084
DE,50.4777,12.3649
US,37.3388,-121.8916
FR,48.9742,8.1851
NL,52.352,4.9392
RO,44.177,28.6289
US,37.751,-97.822
PT,38.7584,-9.2495
US,37.6811,-122.4806
US,37.0313,-122.1198
TW,24.8065,120.9706
HK,22.2578,114.1657
AT,48.1951,16.3483
US,40.7964,-74.0203
US,39.9444,-75.5875
CA,49.0823,-122.771
TW,25.053,121.5259
DE,50.4777,12.3649
DE,50.1169,8.6837
FR,48.8138,2.3873
RO,44.4205,26.169
BR,-23.6301,-46.6378
US,39.2842,-76.6918
DE,50.4777,12.3649
FR,48.8582,2.3387
RU,55.7386,37.6068
FI,60.1719,24.9347
RU,57.1533,65.5418
FI,60.1719,24.9347
ES,41.4339,2.2111
FR,47.3661,-1.3989
US,43.4512,-71.489
ES,43.443,-3.4631
CH,47.5119,7.5579
US,45.5173,-122.6398
US,41.0854,-111.9682
FI,60.1719,24.9347
DE,50.9298,6.9489
DE,50.4777,12.3649
SG,1.2872,103.8507
FI,60.1719,24.9347
US,38.719,-77.7416
CA,45.4995,-73.5848
NL,52.5275,5.7271
CA,43.6911,-79.3353
US,39.7391,-104.9866
US,32.6609,-97.0342
DO,19.4857,-70.7362
US,40.7809,-73.9502
FR,48.8558,2.3494
DE,51.2993,9.491
DE,51.2993,9.491
FR,45.1769,5.7204
NL,52.2862,4.7845
NL,52.3824,4.8995
DE,51.1864,6.8624
ZA,-26.2309,28.0583
NL,51.9968,4.2057
CN,34.7732,113.722
US,41.2591,-95.8517
TW,25.053,121.5259
US,28.1147,-82.3678
FI,60.1719,24.9347
FI,60.1719,24.9347
PL,52.2143,20.8009
NO,59.905,10.7487
FR,48.8582,2.3387
CZ,50.1679,14.4029
US,29.7026,-98.4759
CZ,49.2105,16.5693
US,38.2105,-85.627
RU,55.7386,37.6068
US,29.9813,-90.1663
IT,45.0729,7.689
DE,49.7148,10.897
DE,49.4527,11.0783
IN,21.9974,79.0011
FR,43.6046,1.4451
DE,48.9643,12.1716
CZ,49.8046,18.2574
GB,51.5088,-0.093
DK,55.7139,11.7115
KR,37.548,126.8998
HK,22.2842,114.1759
DE,50.4777,12.3649
ES,42.1069,1.8424
GB,51.5368,-0.6718
US,33.7173,-84.4783
CA,45.5075,-73.5887
CH,47.4247,8.547
FR,48.8582,2.3387
HU,47.5,19.0412
FI,61.0636,28.189
AU,-33.8715,151.2006
US,43.4282,-83.9764
DE,50.4777,12.3649
US,39.0469,-77.4903
DE,51.2993,9.491
DE,50.4777,12.3649
NL,51.9968,4.2057
US,40.7429,-73.9392
IT,45.0729,7.689
FR,48.8558,2.3494
LT,54.6876,25.2806
RU,59.9417,30.3096
US,43.4065,-124.2243
FI,60.1719,24.9347
CH,47.3643,8.5437
US,47.6109,-122.3303
SG,1.3596,103.8637
CH,47.1968,8.4585
DE,50.1169,8.6837
JP,35.6893,139.6899
FI,60.1719,24.9347
US,39.0469,-77.4903
DE,50.4777,12.3649
US,35.401,-80.8688
US,39.9625,-83.0061
DE,50.3908,8.0641
ES,40.4327,-3.621
NZ,-42.0009,173.998
US,32.7967,-117.1367
FR,48.5848,7.7419
DE,50.4777,12.3649
JP,33.8518,130.8503
AU,-33.8715,151.2006
US,29.934,-95.613
FR,43.5321,1.2299
DE,49.4423,11.0191
FR,48.8582,2.3387
AT,48.2048,16.3801
US,30.2424,-97.767
US,38.6364,-90.1985
IN,18.5211,73.8502
US,37.751,-97.822
FR,48.8582,2.3387
RU,55.7386,37.6068
FI,60.1719,24.9347
SE,59.2763,18.0206
US,34.0544,-118.244
FR,48.7184,2.5406
LV,56.9473,24.0979
KR,37.5332,126.9692
US,30.3414,-97.7312
SG,1.3667,103.8
US,29.7959,-95.4973
DE,50.4777,12.3649
DE,50.4777,12.3649
GB,52.6281,1.2862
US,35.9151,-79.0972
US,32.8619,-97.3427
US,47.9856,-122.2002
BR,-19.6896,-45.2531
DE,49.4527,11.0783
SV,14.1538,-89.4839
US,40.2327,-76.9331
US,48.0589,-122.1579
US,43.0477,-88.004
MY,2.5,112.5
CA,45.5075,-73.5887
US,39.0469,-77.4903
CA,45.2701,-66.0636
FI,60.1719,24.9347
DE,50.1143,8.6641
DE,50.4777,12.3649
FI,60.1719,24.9347
US,36.1685,-115.1164
IN,12.9753,77.591
US,37.8075,-122.2644
US,45.5999,-121.1871
FR,48.9742,8.1851
BG,42.6826,23.3223
US,35.3716,-80.53
FI,60.1719,24.9347
AT,47.0257,15.5325
FR,44.8412,-0.5806
NL,52.37,5.2137
SG,1.314,103.6839
FR,48.8582,2.3387
DE,49.4527,11.0783
CH,47.4084,7.4909
BE,50.8534,4.347
CH,47.0238,7.4471
US,30.4548,-97.7664
DE,51.1864,6.8624
FR,48.9742,8.1851
DE,51.2993,9.491
US,37.751,-97.822
DE,50.4777,12.3649
KZ,48.0,68.0
DE,49.0078,8.4001
US,45.0196,-93.2402
ES,38.8466,-0.1195
BR,-23.5475,-46.6361
GB,51.5536,-0.8659
JP,35.6893,139.6899
FI,60.1719,24.9347
GB,51.5088,-0.093
BR,-16.5879,-43.9
DE,50.1169,8.6837
US,42.0026,-87.9644
FR,48.8582,2.3387
US,34.8305,-87.656
FR,50.9855,2.1322
DE,49.4423,11.0191
US,39.9625,-83.0061
FR,48.8582,2.3387
IT,45.4722,9.1922
DE,47.9054,11.8401
US,40.8364,-74.1403
CH,47.3091,8.5263
FI,60.1719,24.9347
FR,48.8582,2.3387
CN,36.061,120.3814
NL,52.3824,4.8995
FR,48.8582,2.3387
FI,60.4425,22.2181
JP,34.693,135.5005
DE,49.4423,11.0191
RO,44.4291,26.1006
FR,48.8582,2.3387
IT,42.5601,12.6507
DE,51.1864,6.8624
US,32.7507,-97.2095
CR,9.9983,-84.1171
FI,60.1717,24.9349
DE,52.0285,11.233
US,30.2627,-97.7467
CH,47.2925,8.6132
DE,50.4777,12.3649
FI,60.1719,24.9347
DE,49.1981,9.5084
US,34.0481,-118.2531
HU,48.1313,20.8609
US,42.3912,-71.0882
SG,1.314,103.6839
US,33.4948,-117.0954
US,42.1968,-71.7644
AT,48.301,16.3448
US,38.6364,-90.1985
DE,50.1169,8.6837
FI,60.1719,24.9347
PL,52.2299,21.0093
MX,20.5737,-100.2899
FR,48.9742,8.1851
DE,50.1169,8.6837
US,33.5674,-117.1758
ES,42.3468,-3.6724
US,39.9625,-83.0061
DE,49.4527,11.0783
NL,52.063,5.1215
QA,25.2925,51.5321
US,39.489,-76.6433
RU,55.7386,37.6068
JP,35.6164,139.7425
NL,51.9968,4.2057
DE,54.1226,10.6442
DE,50.4777,12.3649
FR,48.8582,2.3387
FR,48.8582,2.3387
US,38.894,-77.0365
LT,54.6876,25.2806
ES,37.2113,-3.6338
US,38.804,-90.8534
US,39.0469,-77.4903
NL,52.5378,5.6966
US,34.1648,-118.1515
DE,50.4777,12.3649
FR,48.8582,2.3387
FI,60.1719,24.9347
US,47.4221,-120.3266
US,42.2853,-87.9532
AU,-37.8269,144.9881
CA,45.5075,-73.5887
RO,46.7656,23.5945
US,47.6176,-122.1424
DE,51.1864,6.8624
DE,51.3015,6.8483
FR,48.8582,2.3387
AT,48.2048,16.3801
TW,25.053,121.5259
SE,59.3274,18.0653
US,39.4623,-76.2791
FR,48.8582,2.3387
CH,47.3643,8.5437
US,44.0683,-123.0763
CH,47.5331,9.4531
DE,49.4527,11.0783
RU,59.9417,30.3096
ZA,-25.757,28.1443
US,31.0685,-97.3918
DE,50.4777,12.3649
ID,-6.2114,106.8446
DE,50.1169,8.6837
DE,50.4777,12.3649
DE,49.5019,11.7387
DE,51.1864,6.8624
IT,45.4722,9.1922
CH,46.1874,6.1428
DE,50.1169,8.6837
JP,35.6837,139.6805
FR,48.8582,2.3387
US,37.751,-97.822
DE,50.4777,12.3649
DE,50.4777,12.3649
EE,59.4381,24.7369
US,26.3487,-80.1501
BG,42.6826,23.3223
DE,49.4527,11.0783
US,37.3931,-121.962
CA,43.6319,-79.3716
KR,37.5658,126.978
US,33.2109,-117.2232
US,40.9451,-74.2531
US,38.7808,-90.6355
DE,50.1442,8.6587
US,41.2093,-96.0548
US,37.751,-97.822
SG,1.2872,103.8507
US,40.9241,-74.5464
US,41.0416,-73.9572
GB,50.8544,-1.002
US,40.7681,-73.8291
AU,-33.943,151.181
FR,46.3024,6.3044
US,34.0544,-118.244
US,40.1712,-74.0717
DE,50.1234,8.6119
US,39.0469,-77.4903
CA,49.5,-115.067
US,47.7327,-122.6536
US,37.5234,-120.8517
DE,50.1169,8.6837
US,33.6816,-117.8302
NL,51.5304,4.4909
DE,50.1169,8.6837
DE,50.1169,8.6837
RU,43.5994,39.7289
CH,47.1167,7.2196
RU,55.0386,82.9425
US,30.6617,-87.048
EE,58.2248,26.4156
NL,52.352,4.9392
PY,-25.2869,-57.6511
IN,19.0748,72.8856
CH,47.394,8.445
TW,25.053,121.5259
US,39.7532,-74.2229
US,40.8792,-111.8686
CH,47.3823,8.5397
US,25.7701,-80.1928
ES,38.9076,1.4332
US,40.473,-79.9537
CA,43.6319,-79.3716
CZ,49.7967,18.2343
LT,55.4167,24.0
US,39.0345,-78.2811
JP,34.693,135.5005
CA,43.6319,-79.3716
US,47.6859,-122.2994
US,32.7104,-117.0528
PL,52.2394,21.0362
GB,50.368,-4.1329
US,40.4056,-80.1853
AU,-37.8159,144.9669
RU,55.7386,37.6068
DE,50.4777,12.3649
KR,37.5112,126.9741
DE,50.4777,12.3649
CA,43.6319,-79.3716
US,47.3014,-122.6062
FR,48.8582,2.3387
ES,40.4774,-3.6641
US,37.751,-97.822
FR,48.8582,2.3387
SI,46.0503,14.5046
DE,50.5613,12.7815
GB,51.5088,-0.093
DE,49.4527,11.0783
ID,-7.9826,112.6308
SG,1.314,103.6839
CN,36.6683,116.9972
CA,43.7124,-79.3644
US,45.8401,-119.705
US,33.8743,-84.4653
US,39.901,-74.8235
US,37.2449,-77.3422
IT,41.8905,12.5127
FR,48.8582,2.3387
SE,59.3274,18.0653
DE,51.1864,6.8624
DE,50.4777,12.3649
FI,60.1719,24.9347
GB,51.4425,-0.9267
US,28.3036,-81.5911
NL,52.3824,4.8995
KR,35.5671,129.2552
DE,49.4527,11.0783
SE,57.2669,16.4546
US,41.8478,-88.3075
US,39.0469,-77.4903
BR,-15.35,-52.4802
IS,64.1429,-21.9447
TW,25.053,121.5259
US,35.9825,-78.5376
AU,-33.8715,151.2006
FR,48.8471,2.4941
NL,52.3759,4.8975
ES,40.2308,-3.7601
IN,19.0748,72.8856
RU,55.7487,37.6187
PL,50.0136,19.9471
DE,50.4777,12.3649
AT,48.1535,16.3855
RU,52.0333,113.55
BR,-23.3836,-51.9576
KR,37.5658,126.978
CH,46.0025,8.9533
BR,-23.6301,-46.6378
US,39.0469,-77.4903
CH,47.3643,8.5437
FR,48.8582,2.3387
US,38.847,-77.3128
GB,50.8544,-1.002
US,37.3931,-121.962
CH,47.3643,8.5437
GB,51.4964,-0.1224
FI,60.1719,24.9347
US,45.7745,-108.4995
FI,60.1719,24.9347
DE,49.4527,11.0783
CH,47.3643,8.5437
DE,49.4527,11.0783
DE,51.1864,6.8624
FI,60.1719,24.9347
FR,48.8582,2.3387
SG,1.2767,103.8468
KR,37.548,126.8998
US,41.2591,-95.8517
US,32.7889,-96.8021
FI,60.1719,24.9347
SG,1.2872,103.8507
NL,52.315,6.6586
HK,22.2578,114.1657
US,45.5397,-122.9638
CY,34.6874,33.0366
US,38.6583,-77.2481
US,28.3961,-81.4681
US,40.8364,-74.1403
DE,50.4777,12.3649
US,37.751,-97.822
IT,41.8905,12.5127
TW,24.8351,121.0056
SG,1.2872,103.8507
DE,50.4777,12.3649
AU,-31.811,115.8468
US,46.4918,-124.0521
US,39.0469,-77.4903
FI,60.1719,24.9347
JP,35.6893,139.6899
UY,-34.9485,-54.9341
US,30.2971,-97.8181
DE,51.1864,6.8624
DE,51.1864,6.8624
ES,39.6686,2.8127
AU,-27.0334,153.0684
FR,48.8558,2.3494
SE,59.2862,18.2993
DE,49.4527,11.0783
DE,50.4777,12.3649
CY,34.6874,33.0366
FI,60.1719,24.9347
FR,48.8582,2.3387
GB,51.5081,-0.1278
DE,50.4777,12.3649
US,40.6917,-75.5064
DE,51.309,6.5956
ID,-6.2114,106.8446
GB,52.9453,-1.4953
DE,51.2993,9.491
DE,50.4777,12.3649
DE,51.1864,6.8624
US,33.8578,-117.7869
US,38.9609,-77.3429
NL,52.352,4.9392
US,39.0469,-77.4903
FI,60.1719,24.9347
ES,41.4913,2.1565
US,40.5291,-104.9879
DE,50.1103,8.7147
FR,48.8582,2.3387
US,38.9528,-94.4705
US,37.6752,-120.9465
US,37.751,-97.822
FR,48.8582,2.3387
US,37.7558,-121.9527
DE,50.4777,12.3649
AU,-31.9621,115.8966
FI,60.1719,24.9347
FI,60.1719,24.9347
US,41.6868,-81.3399
SA,24.6869,46.7224
US,45.5397,-122.9638
NL,51.9968,4.2057
US,41.874,-71.3844
SE,59.3247,18.056
US,38.9609,-77.3429
RU,59.9417,30.3096
RU,55.0894,21.889
AE,25.3412,55.4224
US,39.0469,-77.4903
GB,51.5088,-0.093
CN,34.7732,113.722
ES,40.4172,-3.684
US,37.751,-97.822
US,37.8203,-121.2804
SE,58.416,15.6288
CA,45.3161,-73.8736
FR,48.8582,2.3387
UA,50.4522,30.5287
US,40.7157,-74.0
KR,36.416,127.3664
KR,35.9511,128.5549
US,59.6425,-151.5494
DE,50.4777,12.3649
RU,55.7487,37.6187
DE,51.1864,6.8624
NL,52.3759,4.8975
FI,60.1719,24.9347
FR,48.8582,2.3387
AU,-35.1561,149.1394
FR,48.8582,2.3387
US,40.0008,-76.7697
IN,19.0748,72.8856
CZ,50.0848,14.4112
US,30.1746,-97.8203
FR,44.8412,-0.5806
FR,48.9742,8.1851
FI,60.1719,24.9347
DE,50.4777,12.3649
US,41.6919,-73.8642
DE,52.45,13.2012
DE,51.5505,7.317
VE,10.4873,-66.8738
CZ,50.1113,14.4063
US,37.751,-97.822
US,32.5632,-97.1417
DE,51.2993,9.491
PL,52.2394,21.0362
US,27.7731,-82.4088
GB,51.5088,-0.093
DE,51.2993,9.491
AT,48.2048,16.3801
US,21.3133,-157.823
FI,60.1719,24.9347
BE,50.8534,4.347
CH,47.3934,8.5163
IN,19.0748,72.8856
US,45.1692,-93.2487
US,37.4651,-122.143
US,37.6736,-122.0944
US,37.7538,-87.0779
JP,35.688,139.7533
FI,60.4425,22.2181
NL,51.9968,4.2057
MX,19.84,-98.0231
US,42.3667,-88.0925
GB,51.5368,-0.6718
ES,41.6717,2.794
PA,8.9948,-79.523
US,39.0013,-76.888
US,41.6339,-70.9406
CA,43.6547,-79.3623
DE,51.2993,9.491
TH,13.7101,100.4543
US,42.0048,-87.9954
IN,19.0748,72.8856
JP,35.7625,139.6878
DE,50.1169,8.6837
FR,48.8582,2.3387
US,34.1576,-118.2675
US,41.2591,-95.8517
DE,48.6973,8.1297
FR,45.9891,4.7253
SE,57.7028,13.0149
US,33.6647,-117.1743
US,45.8401,-119.705
DE,50.4777,12.3649
HK,22.2578,114.1657
US,42.2739,-89.0474
US,34.4463,-118.5356
TH,16.2916,102.6161
US,38.696,-77.1995
LV,56.9473,24.0979
FR,48.8582,2.3387
BR,-26.9065,-48.6657
DE,49.4527,11.0783
FI,60.1719,24.9347
RU,55.7487,37.6187
DE,51.2993,9.491
US,40.7964,-74.0203
US,37.751,-97.822
FR,48.8582,2.3387
US,40.7964,-74.0203
CA,55.1808,-118.9103
RU,58.0047,56.2514
RU,59.9417,30.3096
GR,38.0529,23.6867
NL,51.9556,5.8435
SG,1.3667,103.8
US,40.2327,-76.9331
AT,48.1951,16.3483
US,37.3931,-121.962
NL,52.3759,4.8975
DE,50.4777,12.3649
FR,48.8582,2.3387
CZ,50.0883,14.4124
RU,59.9417,30.3096
US,42.3388,-71.0726
CH,47.3091,8.5263
PL,52.153,21.0521
US,32.213,-110.8279
US,41.6072,-109.228
JP,35.6837,139.6805
SE,59.3247,18.056
US,38.6364,-90.1985
CA,49.2155,-123.1427
US,45.8401,-119.705
GB,51.5368,-0.6718
US,37.3388,-121.8916
US,37.5172,-121.9191
DE,51.4489,7.0383
DE,50.1169,8.6837
US,40.9129,-74.1627
FI,60.1719,24.9347
FR,48.8582,2.3387
US,47.7242,-116.7834
US,41.5557,-72.6632
US,40.0732,-82.4017
CA,43.6547,-79.3623
DE,49.4423,11.0191
DE,51.5505,7.317
AU,-33.8715,151.2006
DE,50.4777,12.3649
BE,50.8534,4.347
DE,51.1864,6.8624
US,33.8206,-84.0229
DE,50.4817,6.9849
